day_of_year,hour_of_day,time_in_secs
11-14-18,11,2327
11-14-18,12,2179
11-14-18,13,2589
11-14-18,14,2351
11-14-18,15,2390
11-14-18,16,3042
11-14-18,17,2996
11-14-18,18,2803
11-14-18,19,2537
11-14-18,20,2721
11-14-18,21,2042
11-14-18,22,1903
11-14-18,23,2042
11-15-18,0,2288
11-15-18,1,2837
11-15-18,2,2614
11-15-18,3,2489
11-15-18,4,2517
11-15-18,5,2686
11-15-18,6,3122
11-15-18,7,3761
11-15-18,8,3464
11-15-18,9,2728
11-15-18,10,2204
11-15-18,11,2105
11-15-18,12,2363
11-15-18,13,2412
11-15-18,14,2466
11-15-18,15,2364
11-15-18,16,2430
11-15-18,17,2172
11-15-18,18,2248
11-15-18,19,2916
11-15-18,20,2762
11-15-18,21,2454
11-15-18,22,2391
11-15-18,23,2046
11-16-18,0,2606
11-16-18,1,2388
11-16-18,2,1862
11-16-18,3,2130
11-16-18,4,2901
11-16-18,5,3048
11-16-18,6,2476
11-16-18,7,3509
11-16-18,8,3089
11-16-18,9,2827
11-16-18,10,2236
11-16-18,11,2607
11-16-18,12,1935
11-16-18,13,2083
11-16-18,14,2746
11-16-18,15,2703
11-16-18,16,2175
11-16-18,17,3056
11-16-18,18,2547
11-16-18,19,2009
11-16-18,20,2046
11-16-18,21,2289
11-16-18,22,2774
11-16-18,23,2394
11-17-18,0,2828
11-17-18,1,2865
11-17-18,2,2181
11-17-18,3,2369
11-17-18,4,2932
11-17-18,5,2650
11-17-18,6,2561
11-17-18,7,3573
11-17-18,8,3514
11-17-18,9,2628
11-17-18,10,2183
11-17-18,11,2554
11-17-18,12,2154
11-17-18,13,2268
11-17-18,14,2562
11-17-18,15,2156
11-17-18,16,2268
11-17-18,17,2887
11-17-18,18,2702
11-17-18,19,2256
11-17-18,20,2845
11-17-18,21,2721
11-17-18,22,1887
11-17-18,23,1977
11-18-18,0,2449
11-18-18,1,2237
11-18-18,2,2011
11-18-18,3,1929
11-18-18,4,2746
11-18-18,5,2413
11-18-18,6,2917
11-18-18,7,2768
11-18-18,8,3614
11-18-18,9,2479
11-18-18,10,2550
11-18-18,11,2790
11-18-18,12,2007
11-18-18,13,2073
11-18-18,14,2916
11-18-18,15,2667
11-18-18,16,2797
11-18-18,17,2327
11-18-18,18,2018
11-18-18,19,2623
11-18-18,20,2044
11-18-18,21,2619
11-18-18,22,2335
11-18-18,23,2295
11-19-18,0,2376
11-19-18,1,2028
11-19-18,2,2413
11-19-18,3,1872
11-19-18,4,2404
11-19-18,5,2170
11-19-18,6,3103
11-19-18,7,3241
11-19-18,8,3719
11-19-18,9,2530
11-19-18,10,2826
11-19-18,11,2163
11-19-18,12,2195
11-19-18,13,1953
11-19-18,14,2843
11-19-18,15,2166
11-19-18,16,2648
11-19-18,17,3163
11-19-18,18,2647
11-19-18,19,2173
11-19-18,20,2751
11-19-18,21,2474
11-19-18,22,2389
11-19-18,23,2703
11-20-18,0,2142
11-20-18,1,2180
11-20-18,2,2454
11-20-18,3,1932
11-20-18,4,2103
11-20-18,5,2772
11-20-18,6,2368
11-20-18,7,2829
11-20-18,8,2690
11-20-18,9,2357
11-20-18,10,2817
11-20-18,11,2822
11-20-18,12,2581
11-20-18,13,2653
11-20-18,14,2905
11-20-18,15,2547
11-20-18,16,2912
11-20-18,17,2699
11-20-18,18,2688
11-20-18,19,2041
11-20-18,20,2306
11-20-18,21,2235
11-20-18,22,2776
11-20-18,23,2198
11-21-18,0,2971
11-21-18,1,2568
11-21-18,2,2570
11-21-18,3,2128
11-21-18,4,2483
11-21-18,5,2236
11-21-18,6,2094
11-21-18,7,3771
11-21-18,8,2524
11-21-18,9,2095
11-21-18,10,2338
11-21-18,11,2079
11-21-18,12,2798
11-21-18,13,2751
11-21-18,14,2769
11-21-18,15,2230
11-21-18,16,2278
11-21-18,17,3216
11-21-18,18,2881
11-21-18,19,2417
11-21-18,20,2171
11-21-18,21,2078
11-21-18,22,2746
11-21-18,23,2225
11-22-18,0,2729
11-22-18,1,2150
11-22-18,2,2370
11-22-18,3,1898
11-22-18,4,2794
11-22-18,5,2344
11-22-18,6,2322
11-22-18,7,3224
11-22-18,8,2679
11-22-18,9,2695
11-22-18,10,2922
11-22-18,11,2662
11-22-18,12,2806
11-22-18,13,2321
11-22-18,14,2891
11-22-18,15,2279
11-22-18,16,2585
11-22-18,17,3059
11-22-18,18,2791
11-22-18,19,2549
11-22-18,20,2233
11-22-18,21,1944
11-22-18,22,2549
11-22-18,23,2175
11-23-18,0,2438
11-23-18,1,2305
11-23-18,2,2206
11-23-18,3,2196
11-23-18,4,2349
11-23-18,5,2391
11-23-18,6,2755
11-23-18,7,2980
11-23-18,8,2728
11-23-18,9,2264
11-23-18,10,2834
11-23-18,11,2611
11-23-18,12,2848
11-23-18,13,1928
11-23-18,14,2179
11-23-18,15,2000
11-23-18,16,2257
11-23-18,17,2763
11-23-18,18,2890
11-23-18,19,2884
11-23-18,20,2538
11-23-18,21,2733
11-23-18,22,2083
11-23-18,23,2428
11-24-18,0,2030
11-24-18,1,2354
11-24-18,2,2243
11-24-18,3,2042
11-24-18,4,2368
11-24-18,5,2676
11-24-18,6,2719
11-24-18,7,3734
11-24-18,8,2574
11-24-18,9,2975
11-24-18,10,2962
11-24-18,11,2845
11-24-18,12,2086
11-24-18,13,2132
11-24-18,14,2664
11-24-18,15,2786
11-24-18,16,2208
11-24-18,17,2707
11-24-18,18,2131
11-24-18,19,2598
11-24-18,20,2327
11-24-18,21,1918
11-24-18,22,2437
11-24-18,23,2104
11-25-18,0,2043
11-25-18,1,2250
11-25-18,2,1866
11-25-18,3,2362
11-25-18,4,2633
11-25-18,5,2523
11-25-18,6,2666
11-25-18,7,3198
11-25-18,8,3095
11-25-18,9,2208
11-25-18,10,2494
11-25-18,11,2168
11-25-18,12,2821
11-25-18,13,2442
11-25-18,14,2127
11-25-18,15,2790
11-25-18,16,2035
11-25-18,17,3106
11-25-18,18,2099
11-25-18,19,2365
11-25-18,20,2173
11-25-18,21,2097
11-25-18,22,2110
11-25-18,23,2054
11-26-18,0,2024
11-26-18,1,2761
11-26-18,2,2408
11-26-18,3,2663
11-26-18,4,2585
11-26-18,5,2174
11-26-18,6,2789
11-26-18,7,2798
11-26-18,8,2900
11-26-18,9,2920
11-26-18,10,2041
11-26-18,11,2357
11-26-18,12,1968
11-26-18,13,2377
11-26-18,14,1995
11-26-18,15,2607
11-26-18,16,2333
11-26-18,17,2835
11-26-18,18,2960
11-26-18,19,2175
11-26-18,20,2685
11-26-18,21,1944
11-26-18,22,2269
11-26-18,23,2273
11-27-18,0,2552
11-27-18,1,1989
11-27-18,2,1825
11-27-18,3,2236
11-27-18,4,2845
11-27-18,5,2540
11-27-18,6,2280
11-27-18,7,3282
11-27-18,8,3726
11-27-18,9,2643
11-27-18,10,2959
11-27-18,11,2671
11-27-18,12,1957
11-27-18,13,2226
11-27-18,14,2562
11-27-18,15,2133
11-27-18,16,2380
11-27-18,17,2511
11-27-18,18,2742
11-27-18,19,2743
11-27-18,20,2599
11-27-18,21,2067
11-27-18,22,2153
11-27-18,23,2009
11-28-18,0,2991
11-28-18,1,2288
11-28-18,2,2334
11-28-18,3,2758
11-28-18,4,2183
11-28-18,5,2132
11-28-18,6,2428
11-28-18,7,3784
11-28-18,8,2705
11-28-18,9,2531
11-28-18,10,2814
11-28-18,11,2405
11-28-18,12,2679
11-28-18,13,2696
11-28-18,14,2483
11-28-18,15,2170
11-28-18,16,2241
11-28-18,17,3182
11-28-18,18,2174
11-28-18,19,2463
11-28-18,20,2833
11-28-18,21,2102
11-28-18,22,1864
11-28-18,23,2444
11-29-18,0,2023
11-29-18,1,2703
11-29-18,2,1858
11-29-18,3,1925
11-29-18,4,2627
11-29-18,5,2417
11-29-18,6,2511
11-29-18,7,2889
11-29-18,8,2728
11-29-18,9,2525
11-29-18,10,2715
11-29-18,11,2658
11-29-18,12,2003
11-29-18,13,2207
11-29-18,14,2496
11-29-18,15,2644
11-29-18,16,2177
11-29-18,17,2963
11-29-18,18,2873
11-29-18,19,2931
11-29-18,20,2024
11-29-18,21,1951
11-29-18,22,2552
11-29-18,23,2894
11-30-18,0,2424
11-30-18,1,2307
11-30-18,2,1837
11-30-18,3,2652
11-30-18,4,1975
11-30-18,5,2792
11-30-18,6,2543
11-30-18,7,3016
11-30-18,8,3181
11-30-18,9,2437
11-30-18,10,2171
11-30-18,11,2619
11-30-18,12,2665
11-30-18,13,1939
11-30-18,14,2839
11-30-18,15,2230
11-30-18,16,2147
11-30-18,17,2903
11-30-18,18,2421
11-30-18,19,2477
11-30-18,20,2125
11-30-18,21,2573
11-30-18,22,2448
11-30-18,23,2277
12-01-18,0,2426
12-01-18,1,1950
12-01-18,2,2652
12-01-18,3,2160
12-01-18,4,1996
12-01-18,5,2122
12-01-18,6,2988
12-01-18,7,2920
12-01-18,8,2513
12-01-18,9,2163
12-01-18,10,2344
12-01-18,11,2794
12-01-18,12,2709
12-01-18,13,2288
12-01-18,14,2061
12-01-18,15,2967
12-01-18,16,3043
12-01-18,17,2256
12-01-18,18,2589
12-01-18,19,2054
12-01-18,20,2444
12-01-18,21,2228
12-01-18,22,1875
12-01-18,23,2935
12-02-18,0,2065
12-02-18,1,2439
12-02-18,2,2089
12-02-18,3,2688
12-02-18,4,2551
12-02-18,5,2250
12-02-18,6,2777
12-02-18,7,2780
12-02-18,8,3653
12-02-18,9,2858
12-02-18,10,2351
12-02-18,11,2570
12-02-18,12,2004
12-02-18,13,2830
12-02-18,14,2895
12-02-18,15,1989
12-02-18,16,2332
12-02-18,17,3062
12-02-18,18,2643
12-02-18,19,2227
12-02-18,20,2391
12-02-18,21,2678
12-02-18,22,2669
12-02-18,23,2256
12-03-18,0,2539
12-03-18,1,2431
12-03-18,2,2078
12-03-18,3,2624
12-03-18,4,2223
12-03-18,5,2358
12-03-18,6,2639
12-03-18,7,2972
12-03-18,8,3208
12-03-18,9,2957
12-03-18,10,2361
12-03-18,11,2759
12-03-18,12,2348
12-03-18,13,1996
12-03-18,14,2868
12-03-18,15,2898
12-03-18,16,2039
12-03-18,17,2599
12-03-18,18,2384
12-03-18,19,2675
12-03-18,20,2390
12-03-18,21,2390
12-03-18,22,2381
12-03-18,23,2665
12-04-18,0,2429
12-04-18,1,2613
12-04-18,2,2358
12-04-18,3,2054
12-04-18,4,2962
12-04-18,5,2361
12-04-18,6,2403
12-04-18,7,3149
12-04-18,8,2592
12-04-18,9,2129
12-04-18,10,2973
12-04-18,11,2435
12-04-18,12,2579
12-04-18,13,2829
12-04-18,14,2260
12-04-18,15,2222
12-04-18,16,2630
12-04-18,17,2450
12-04-18,18,2114
12-04-18,19,2850
12-04-18,20,2825
12-04-18,21,2568
12-04-18,22,2536
12-04-18,23,2427
12-05-18,0,2171
12-05-18,1,2621
12-05-18,2,2502
12-05-18,3,1866
12-05-18,4,2106
12-05-18,5,2826
12-05-18,6,2503
12-05-18,7,3469
12-05-18,8,2536
12-05-18,9,2152
12-05-18,10,2905
12-05-18,11,2636
12-05-18,12,2181
12-05-18,13,2830
12-05-18,14,2620
12-05-18,15,2328
12-05-18,16,2171
12-05-18,17,2743
12-05-18,18,2980
12-05-18,19,2500
12-05-18,20,2874
12-05-18,21,1946
12-05-18,22,2776
12-05-18,23,2347
12-06-18,0,2800
12-06-18,1,2265
12-06-18,2,2034
12-06-18,3,2239
12-06-18,4,2285
12-06-18,5,2096
12-06-18,6,3046
12-06-18,7,2986
12-06-18,8,3230
12-06-18,9,2302
12-06-18,10,1997
12-06-18,11,1935
12-06-18,12,2786
12-06-18,13,2125
12-06-18,14,2706
12-06-18,15,2194
12-06-18,16,2584
12-06-18,17,2401
12-06-18,18,2686
12-06-18,19,2282
12-06-18,20,2544
12-06-18,21,1985
12-06-18,22,2555
12-06-18,23,2484
12-07-18,0,2394
12-07-18,1,2424
12-07-18,2,2511
12-07-18,3,2439
12-07-18,4,2406
12-07-18,5,2390
12-07-18,6,2465
12-07-18,7,3327
12-07-18,8,3713
12-07-18,9,2176
12-07-18,10,2932
12-07-18,11,2763
12-07-18,12,2548
12-07-18,13,2376
12-07-18,14,2822
12-07-18,15,2060
12-07-18,16,3042
12-07-18,17,3132
12-07-18,18,2463
12-07-18,19,2751
12-07-18,20,1945
12-07-18,21,2646
12-07-18,22,2412
12-07-18,23,2282
12-08-18,0,2760
12-08-18,1,2035
12-08-18,2,1888
12-08-18,3,2781
12-08-18,4,2786
12-08-18,5,2785
12-08-18,6,2228
12-08-18,7,3845
12-08-18,8,3073
12-08-18,9,2807
12-08-18,10,2440
12-08-18,11,1975
12-08-18,12,2221
12-08-18,13,2036
12-08-18,14,2116
12-08-18,15,2488
12-08-18,16,2828
12-08-18,17,3153
12-08-18,18,2876
12-08-18,19,2123
12-08-18,20,2426
12-08-18,21,2287
12-08-18,22,2139
12-08-18,23,2246
12-09-18,0,2922
12-09-18,1,1960
12-09-18,2,2479
12-09-18,3,2554
12-09-18,4,2868
12-09-18,5,2699
12-09-18,6,2260
12-09-18,7,3530
12-09-18,8,3225
12-09-18,9,2260
12-09-18,10,2691
12-09-18,11,2691
12-09-18,12,2861
12-09-18,13,2147
12-09-18,14,2146
12-09-18,15,2562
12-09-18,16,2666
12-09-18,17,2238
12-09-18,18,2275
12-09-18,19,2261
12-09-18,20,2625
12-09-18,21,2191
12-09-18,22,2263
12-09-18,23,2868
12-10-18,0,2874
12-10-18,1,2749
12-10-18,2,2668
12-10-18,3,2453
12-10-18,4,2541
12-10-18,5,2326
12-10-18,6,2542
12-10-18,7,3898
12-10-18,8,2698
12-10-18,9,2943
12-10-18,10,2374
12-10-18,11,2111
12-10-18,12,2850
12-10-18,13,2322
12-10-18,14,2064
12-10-18,15,2851
12-10-18,16,2132
12-10-18,17,2788
12-10-18,18,2770
12-10-18,19,2755
12-10-18,20,2403
12-10-18,21,1990
12-10-18,22,2456
12-10-18,23,2559
12-11-18,0,2737
12-11-18,1,2456
12-11-18,2,2036
12-11-18,3,2097
12-11-18,4,2701
12-11-18,5,2377
12-11-18,6,2925
12-11-18,7,3759
12-11-18,8,2575
12-11-18,9,2998
12-11-18,10,2850
12-11-18,11,2084
12-11-18,12,2861
12-11-18,13,2485
12-11-18,14,2165
12-11-18,15,2039
12-11-18,16,2407
12-11-18,17,2514
12-11-18,18,2885
12-11-18,19,2521
12-11-18,20,2542
12-11-18,21,2730
12-11-18,22,2129
12-11-18,23,2538
12-12-18,0,2079
12-12-18,1,2866
12-12-18,2,2448
12-12-18,3,2126
12-12-18,4,2383
12-12-18,5,2069
12-12-18,6,3061
12-12-18,7,2806
12-12-18,8,2511
12-12-18,9,2778
12-12-18,10,2325
12-12-18,11,2105
12-12-18,12,2104
12-12-18,13,2631
12-12-18,14,2306
12-12-18,15,2963
12-12-18,16,2716
12-12-18,17,2881
12-12-18,18,2758
12-12-18,19,2044
12-12-18,20,2088
12-12-18,21,2635
12-12-18,22,2452
12-12-18,23,2961
12-13-18,0,2885
12-13-18,1,2224
12-13-18,2,1965
12-13-18,3,2262
12-13-18,4,2677
12-13-18,5,2667
12-13-18,6,2753
12-13-18,7,3139
12-13-18,8,2752
12-13-18,9,2275
12-13-18,10,2211
12-13-18,11,2162
12-13-18,12,2469
12-13-18,13,2101
12-13-18,14,2210
12-13-18,15,1992
12-13-18,16,2170
12-13-18,17,2188
12-13-18,18,2817
12-13-18,19,2056
12-13-18,20,1983
12-13-18,21,2503
12-13-18,22,2054
12-13-18,23,2169
12-14-18,0,2474
12-14-18,1,2317
12-14-18,2,2619
12-14-18,3,2158
12-14-18,4,2797
12-14-18,5,2788
12-14-18,6,2466
12-14-18,7,3841
12-14-18,8,3515
12-14-18,9,2212
12-14-18,10,2807
12-14-18,11,2791
12-14-18,12,2160
12-14-18,13,2660
12-14-18,14,2863
12-14-18,15,2011
12-14-18,16,2920
12-14-18,17,2496
12-14-18,18,2557
12-14-18,19,2125
12-14-18,20,2415
12-14-18,21,2591
12-14-18,22,2674
12-14-18,23,2417
12-15-18,0,2255
12-15-18,1,2168
12-15-18,2,2291
12-15-18,3,2521
12-15-18,4,2128
12-15-18,5,2851
12-15-18,6,2440
12-15-18,7,3272
12-15-18,8,3391
12-15-18,9,2451
12-15-18,10,2769
12-15-18,11,2686
12-15-18,12,2168
12-15-18,13,2682
12-15-18,14,2575
12-15-18,15,2830
12-15-18,16,2875
12-15-18,17,2960
12-15-18,18,2886
12-15-18,19,2666
12-15-18,20,2223
12-15-18,21,2347
12-15-18,22,2000
12-15-18,23,2083
12-16-18,0,2275
12-16-18,1,2710
12-16-18,2,2022
12-16-18,3,2279
12-16-18,4,2112
12-16-18,5,2158
12-16-18,6,2326
12-16-18,7,3031
12-16-18,8,2626
12-16-18,9,2404
12-16-18,10,2842
12-16-18,11,2164
12-16-18,12,2572
12-16-18,13,2710
12-16-18,14,2616
12-16-18,15,2090
12-16-18,16,2277
12-16-18,17,2459
12-16-18,18,2939
12-16-18,19,2256
12-16-18,20,1956
12-16-18,21,2532
12-16-18,22,2467
12-16-18,23,1990
12-17-18,0,2446
12-17-18,1,2055
12-17-18,2,1943
12-17-18,3,2237
12-17-18,4,2084
12-17-18,5,2353
12-17-18,6,2573
12-17-18,7,3439
12-17-18,8,2743
12-17-18,9,2180
12-17-18,10,2332
12-17-18,11,2544
12-17-18,12,2588
12-17-18,13,2818
12-17-18,14,2111
12-17-18,15,2329
12-17-18,16,2771
12-17-18,17,2773
12-17-18,18,2574
12-17-18,19,2241
12-17-18,20,2900
12-17-18,21,2271
12-17-18,22,2111
12-17-18,23,2078
12-18-18,0,2885
12-18-18,1,2663
12-18-18,2,1792
12-18-18,3,2494
12-18-18,4,2065
12-18-18,5,2956
12-18-18,6,2770
12-18-18,7,2953
12-18-18,8,2877
12-18-18,9,2993
12-18-18,10,2870
12-18-18,11,2561
12-18-18,12,2517
12-18-18,13,2384
12-18-18,14,2799
12-18-18,15,2308
12-18-18,16,2536
12-18-18,17,2753
12-18-18,18,2911
12-18-18,19,2851
12-18-18,20,2139
12-18-18,21,2377
12-18-18,22,2129
12-18-18,23,2095
12-19-18,0,2351
12-19-18,1,2216
12-19-18,2,2227
12-19-18,3,2324
12-19-18,4,2123
12-19-18,5,2078
12-19-18,6,2764
12-19-18,7,3180
12-19-18,8,2494
12-19-18,9,2237
12-19-18,10,2084
12-19-18,11,2707
12-19-18,12,2155
12-19-18,13,2231
12-19-18,14,2128
12-19-18,15,2430
12-19-18,16,3022
12-19-18,17,2847
12-19-18,18,2715
12-19-18,19,2140
12-19-18,20,1991
12-19-18,21,2127
12-19-18,22,2169
12-19-18,23,2097
12-20-18,0,2122
12-20-18,1,2263
12-20-18,2,1792
12-20-18,3,1983
12-20-18,4,2738
12-20-18,5,2863
12-20-18,6,2597
12-20-18,7,3234
12-20-18,8,2565
12-20-18,9,2537
12-20-18,10,2483
12-20-18,11,2444
12-20-18,12,2326
12-20-18,13,2339
12-20-18,14,2816
12-20-18,15,2388
12-20-18,16,3035
12-20-18,17,2409
12-20-18,18,2815
12-20-18,19,2312
12-20-18,20,2503
12-20-18,21,2249
12-20-18,22,1958
12-20-18,23,2494
12-21-18,0,2713
12-21-18,1,2835
12-21-18,2,2199
12-21-18,3,2655
12-21-18,4,2225
12-21-18,5,2925
12-21-18,6,2149
12-21-18,7,3134
12-21-18,8,3531
12-21-18,9,2557
12-21-18,10,2415
12-21-18,11,2803
12-21-18,12,2138
12-21-18,13,2524
12-21-18,14,2772
12-21-18,15,2127
12-21-18,16,2967
12-21-18,17,3165
12-21-18,18,2178
12-21-18,19,2853
12-21-18,20,2767
12-21-18,21,2661
12-21-18,22,2032
12-21-18,23,2823
12-22-18,0,2133
12-22-18,1,2423
12-22-18,2,2508
12-22-18,3,1880
12-22-18,4,2866
12-22-18,5,2558
12-22-18,6,2126
12-22-18,7,3616
12-22-18,8,2801
12-22-18,9,2359
12-22-18,10,2843
12-22-18,11,2064
12-22-18,12,2487
12-22-18,13,2432
12-22-18,14,2095
12-22-18,15,2478
12-22-18,16,2069
12-22-18,17,2563
12-22-18,18,2612
12-22-18,19,2033
12-22-18,20,2329
12-22-18,21,2021
12-22-18,22,1903
12-22-18,23,2672
12-23-18,0,2844
12-23-18,1,2745
12-23-18,2,2160
12-23-18,3,2108
12-23-18,4,2170
12-23-18,5,2765
12-23-18,6,2750
12-23-18,7,3772
12-23-18,8,2533
12-23-18,9,2675
12-23-18,10,2025
12-23-18,11,2409
12-23-18,12,2572
12-23-18,13,2658
12-23-18,14,2415
12-23-18,15,2717
12-23-18,16,2931
12-23-18,17,2866
12-23-18,18,2604
12-23-18,19,2537
12-23-18,20,2238
12-23-18,21,2107
12-23-18,22,2015
12-23-18,23,2873
12-24-18,0,2244
12-24-18,1,2352
12-24-18,2,2625
12-24-18,3,2350
12-24-18,4,2677
12-24-18,5,2777
12-24-18,6,2264
12-24-18,7,3737
12-24-18,8,3061
12-24-18,9,2562
12-24-18,10,2846
12-24-18,11,2274
12-24-18,12,2811
12-24-18,13,1907
12-24-18,14,2563
12-24-18,15,2582
12-24-18,16,2702
12-24-18,17,2382
12-24-18,18,2902
12-24-18,19,2198
12-24-18,20,2021
12-24-18,21,2201
12-24-18,22,2035
12-24-18,23,2206
12-25-18,0,2700
12-25-18,1,2850
12-25-18,2,1877
12-25-18,3,2529
12-25-18,4,2542
12-25-18,5,2606
12-25-18,6,2946
12-25-18,7,3668
12-25-18,8,3627
12-25-18,9,2707
12-25-18,10,2481
12-25-18,11,2504
12-25-18,12,2806
12-25-18,13,2258
12-25-18,14,2882
12-25-18,15,2196
12-25-18,16,2252
12-25-18,17,3211
12-25-18,18,2890
12-25-18,19,2659
12-25-18,20,2639
12-25-18,21,2216
12-25-18,22,2603
12-25-18,23,2632
12-26-18,0,2061
12-26-18,1,2258
12-26-18,2,2410
12-26-18,3,2534
12-26-18,4,2577
12-26-18,5,2638
12-26-18,6,2775
12-26-18,7,2928
12-26-18,8,3211
12-26-18,9,3037
12-26-18,10,2442
12-26-18,11,2399
12-26-18,12,2538
12-26-18,13,2749
12-26-18,14,2905
12-26-18,15,2381
12-26-18,16,2457
12-26-18,17,3181
12-26-18,18,2178
12-26-18,19,2548
12-26-18,20,2496
12-26-18,21,1990
12-26-18,22,2037
12-26-18,23,2206
12-27-18,0,2159
12-27-18,1,2453
12-27-18,2,2098
12-27-18,3,1887
12-27-18,4,2260
12-27-18,5,2353
12-27-18,6,2485
12-27-18,7,2829
12-27-18,8,3619
12-27-18,9,2788
12-27-18,10,2642
12-27-18,11,2565
12-27-18,12,2408
12-27-18,13,2496
12-27-18,14,2312
12-27-18,15,2765
12-27-18,16,2885
12-27-18,17,3236
12-27-18,18,2926
12-27-18,19,2687
12-27-18,20,2183
12-27-18,21,2435
12-27-18,22,2503
12-27-18,23,2300
12-28-18,0,2698
12-28-18,1,2503
12-28-18,2,2185
12-28-18,3,2264
12-28-18,4,2084
12-28-18,5,3027
12-28-18,6,2500
12-28-18,7,3305
12-28-18,8,2889
12-28-18,9,2804
12-28-18,10,2979
12-28-18,11,2567
12-28-18,12,2246
12-28-18,13,2246
12-28-18,14,2157
12-28-18,15,2062
12-28-18,16,2784
12-28-18,17,2979
12-28-18,18,2645
12-28-18,19,2447
12-28-18,20,2811
12-28-18,21,2510
12-28-18,22,2437
12-28-18,23,2890
12-29-18,0,2512
12-29-18,1,2132
12-29-18,2,2171
12-29-18,3,2161
12-29-18,4,2563
12-29-18,5,2393
12-29-18,6,2815
12-29-18,7,3406
12-29-18,8,3652
12-29-18,9,2521
12-29-18,10,2487
12-29-18,11,1987
12-29-18,12,2519
12-29-18,13,2332
12-29-18,14,2297
12-29-18,15,2735
12-29-18,16,2433
12-29-18,17,2494
12-29-18,18,2434
12-29-18,19,2777
12-29-18,20,2618
12-29-18,21,2549
12-29-18,22,2332
12-29-18,23,2693
12-30-18,0,2847
12-30-18,1,2607
12-30-18,2,1843
12-30-18,3,2179
12-30-18,4,2483
12-30-18,5,3040
12-30-18,6,2893
12-30-18,7,3669
12-30-18,8,3641
12-30-18,9,3020
12-30-18,10,2744
12-30-18,11,2535
12-30-18,12,2055
12-30-18,13,2622
12-30-18,14,2489
12-30-18,15,2939
12-30-18,16,2696
12-30-18,17,2330
12-30-18,18,2098
12-30-18,19,2749
12-30-18,20,2474
12-30-18,21,2441
12-30-18,22,2694
12-30-18,23,2139
12-31-18,0,2627
12-31-18,1,2083
12-31-18,2,2581
12-31-18,3,2039
12-31-18,4,2522
12-31-18,5,2411
12-31-18,6,2535
12-31-18,7,3263
12-31-18,8,3243
12-31-18,9,2968
12-31-18,10,2692
12-31-18,11,2241
12-31-18,12,2421
12-31-18,13,2662
12-31-18,14,2539
12-31-18,15,2692
12-31-18,16,2185
12-31-18,17,2766
12-31-18,18,2890
12-31-18,19,2941
12-31-18,20,2454
12-31-18,21,2543
12-31-18,22,1939
12-31-18,23,2952
